home_elo,away_elo,elo_diff,tournament,neutral,is_world_cup,match_result,date,year
1601.0,1813.0,-212.0,FIFA World Cup,False,True,draw,1994-06-18,1994
1858.0,1573.0,285.0,FIFA World Cup,True,True,home_win,1994-06-19,1994
1663.0,1811.0,-148.0,FIFA World Cup,True,True,draw,1994-06-19,1994
1758.0,1814.0,-56.0,FIFA World Cup,True,True,home_win,1994-06-19,1994
1928.0,1881.0,47.0,FIFA World Cup,True,True,home_win,1994-06-20,1994
1956.0,1490.0,466.0,FIFA World Cup,True,True,home_win,1994-06-20,1994
1972.0,1666.0,306.0,FIFA World Cup,True,True,home_win,1994-06-21,1994
1995.0,1830.0,165.0,FIFA World Cup,True,True,draw,1994-06-21,1994
1622.0,1803.0,-181.0,FIFA World Cup,True,True,home_win,1994-06-21,1994
1823.0,1813.0,10.0,FIFA World Cup,True,True,away_win,1994-06-22,1994
1601.0,1872.0,-271.0,FIFA World Cup,False,True,home_win,1994-06-22,1994
1982.0,1758.0,224.0,FIFA World Cup,True,True,home_win,1994-06-23,1994
1748.0,1713.0,35.0,FIFA World Cup,True,True,draw,1994-06-23,1994
1811.0,1881.0,-70.0,FIFA World Cup,True,True,home_win,1994-06-24,1994
1928.0,1663.0,265.0,FIFA World Cup,True,True,home_win,1994-06-24,1994
1814.0,1887.0,-73.0,FIFA World Cup,True,True,home_win,1994-06-24,1994
1972.0,1622.0,350.0,FIFA World Cup,True,True,home_win,1994-06-25,1994
1858.0,1956.0,-98.0,FIFA World Cup,True,True,home_win,1994-06-25,1994
1490.0,1573.0,-83.0,FIFA World Cup,True,True,home_win,1994-06-25,1994
1803.0,1666.0,137.0,FIFA World Cup,True,True,home_win,1994-06-26,1994
1399.0,1581.0,-182.0,Friendly,False,False,away_win,1994-06-26,1994
1813.0,1872.0,-59.0,FIFA World Cup,True,True,away_win,1994-06-26,1994
1601.0,1823.0,-222.0,FIFA World Cup,False,True,away_win,1994-06-26,1994
1713.0,1830.0,-117.0,FIFA World Cup,True,True,away_win,1994-06-27,1994
1995.0,1748.0,247.0,FIFA World Cup,True,True,home_win,1994-06-27,1994
1928.0,1811.0,117.0,FIFA World Cup,True,True,draw,1994-06-28,1994
1887.0,1758.0,129.0,FIFA World Cup,True,True,draw,1994-06-28,1994
1982.0,1814.0,168.0,FIFA World Cup,True,True,draw,1994-06-28,1994
1881.0,1663.0,218.0,FIFA World Cup,True,True,home_win,1994-06-28,1994
1858.0,1490.0,368.0,FIFA World Cup,True,True,away_win,1994-06-29,1994
1573.0,1956.0,-383.0,FIFA World Cup,True,True,away_win,1994-06-29,1994
1972.0,1803.0,169.0,FIFA World Cup,True,True,away_win,1994-06-30,1994
1666.0,1622.0,44.0,FIFA World Cup,True,True,away_win,1994-06-30,1994
1995.0,1858.0,137.0,FIFA World Cup,True,True,home_win,1994-07-02,1994
1830.0,1813.0,17.0,FIFA World Cup,True,True,home_win,1994-07-02,1994
1823.0,1972.0,-149.0,FIFA World Cup,True,True,home_win,1994-07-03,1994
1490.0,1811.0,-321.0,FIFA World Cup,True,True,away_win,1994-07-03,1994
1253.0,1252.0,1.0,Melanesia Cup,True,False,home_win,1994-07-04,1994
1956.0,1887.0,69.0,FIFA World Cup,True,True,home_win,1994-07-04,1994
1601.0,1928.0,-327.0,FIFA World Cup,False,True,away_win,1994-07-04,1994
1622.0,1982.0,-360.0,FIFA World Cup,True,True,away_win,1994-07-05,1994
1814.0,1803.0,11.0,FIFA World Cup,True,True,draw,1994-07-05,1994
1045.0,1252.0,-207.0,Melanesia Cup,True,False,away_win,1994-07-05,1994
1589.0,1622.0,-33.0,Friendly,False,False,home_win,1994-07-08,1994
1253.0,1252.0,1.0,Melanesia Cup,False,False,home_win,1994-07-08,1994
991.0,1413.0,-422.0,Melanesia Cup,True,False,away_win,1994-07-08,1994
1982.0,1830.0,152.0,FIFA World Cup,True,True,home_win,1994-07-09,1994
1956.0,1928.0,28.0,FIFA World Cup,True,True,away_win,1994-07-09,1994
1803.0,1995.0,-192.0,FIFA World Cup,True,True,home_win,1994-07-10,1994
1823.0,1811.0,12.0,FIFA World Cup,True,True,draw,1994-07-10,1994
1803.0,1982.0,-179.0,FIFA World Cup,True,True,away_win,1994-07-13,1994
1811.0,1928.0,-117.0,FIFA World Cup,True,True,away_win,1994-07-13,1994
1589.0,1622.0,-33.0,Friendly,False,False,home_win,1994-07-14,1994
1250.0,1377.0,-127.0,Friendly,False,False,home_win,1994-07-16,1994
1811.0,1803.0,8.0,FIFA World Cup,True,True,home_win,1994-07-16,1994
1928.0,1982.0,-54.0,FIFA World Cup,True,True,draw,1994-07-17,1994
1581.0,1377.0,204.0,Friendly,False,False,draw,1994-07-19,1994
1358.0,1253.0,105.0,Baltic Cup,False,False,home_win,1994-07-29,1994
1253.0,1399.0,-146.0,Baltic Cup,True,False,away_win,1994-07-30,1994
1358.0,1399.0,-41.0,Baltic Cup,False,False,home_win,1994-07-31,1994
1648.0,1501.0,147.0,Friendly,False,False,home_win,1994-08-08,1994
1173.0,1354.0,-181.0,Friendly,True,False,draw,1994-08-12,1994
1564.0,1253.0,311.0,Friendly,False,False,home_win,1994-08-16,1994
1307.0,1517.0,-210.0,Friendly,False,False,home_win,1994-08-16,1994
1664.0,1377.0,287.0,Friendly,False,False,draw,1994-08-16,1994
1606.0,1881.0,-275.0,Friendly,False,False,away_win,1994-08-17,1994
1899.0,1620.0,279.0,Friendly,False,False,home_win,1994-08-17,1994
1570.0,1887.0,-317.0,Friendly,False,False,away_win,1994-08-17,1994
1550.0,1589.0,-39.0,Friendly,False,False,home_win,1994-08-17,1994
1811.0,1358.0,453.0,Friendly,False,False,home_win,1994-08-17,1994
1512.0,1681.0,-169.0,Friendly,False,False,home_win,1994-08-19,1994
1663.0,1501.0,162.0,Friendly,False,False,home_win,1994-08-19,1994
1663.0,1501.0,162.0,Friendly,False,False,away_win,1994-08-21,1994
1324.0,1307.0,17.0,Friendly,False,False,draw,1994-08-23,1994
1663.0,1622.0,41.0,Friendly,False,False,home_win,1994-08-23,1994
1681.0,1512.0,169.0,Friendly,False,False,home_win,1994-08-24,1994
1622.0,1588.0,34.0,Friendly,True,False,home_win,1994-08-25,1994
