elo_diff,tournament,neutral,is_world_cup,match_result,date,year
-312.0,Friendly,False,False,away_win,2000-11-14,2000
-404.0,FIFA World Cup qualification,False,False,away_win,2000-11-15,2000
-167.0,FIFA World Cup qualification,False,False,draw,2000-11-15,2000
-243.0,FIFA World Cup qualification,False,False,away_win,2000-11-15,2000
119.0,Friendly,False,False,home_win,2000-11-15,2000
15.0,Friendly,False,False,away_win,2000-11-15,2000
-116.0,Friendly,False,False,home_win,2000-11-15,2000
54.0,Friendly,False,False,home_win,2000-11-15,2000
30.0,Friendly,False,False,away_win,2000-11-15,2000
-132.0,FIFA World Cup qualification,False,False,home_win,2000-11-15,2000
184.0,Friendly,False,False,home_win,2000-11-15,2000
-172.0,FIFA World Cup qualification,False,False,home_win,2000-11-15,2000
229.0,Friendly,False,False,home_win,2000-11-15,2000
-443.0,FIFA World Cup qualification,False,False,away_win,2000-11-15,2000
-54.0,Friendly,False,False,away_win,2000-11-15,2000
142.0,Friendly,False,False,home_win,2000-11-15,2000
172.0,Friendly,False,False,home_win,2000-11-15,2000
-181.0,FIFA World Cup qualification,False,False,draw,2000-11-15,2000
261.0,FIFA World Cup qualification,False,False,home_win,2000-11-15,2000
177.0,FIFA World Cup qualification,False,False,home_win,2000-11-15,2000
-345.0,Friendly,False,False,away_win,2000-11-15,2000
-93.0,Friendly,False,False,draw,2000-11-15,2000
-255.0,FIFA World Cup qualification,False,False,away_win,2000-11-15,2000
162.0,FIFA World Cup qualification,False,False,home_win,2000-11-15,2000
62.0,Friendly,False,False,away_win,2000-11-15,2000
277.0,AFF Championship,False,False,home_win,2000-11-16,2000
-48.0,AFF Championship,True,False,away_win,2000-11-16,2000
212.0,AFF Championship,False,False,home_win,2000-11-18,2000
63.0,CECAFA Cup,False,False,draw,2000-11-18,2000
17.0,AFF Championship,True,False,away_win,2000-11-18,2000
-317.0,CECAFA Cup,True,False,draw,2000-11-19,2000
-7.0,African Cup of Nations qualification,False,False,home_win,2000-11-19,2000
-17.0,CECAFA Cup,False,False,home_win,2000-11-20,2000
-46.0,Friendly,False,False,home_win,2000-11-21,2000
-136.0,CECAFA Cup,True,False,away_win,2000-11-21,2000
263.0,CECAFA Cup,True,False,away_win,2000-11-22,2000
72.0,Friendly,False,False,draw,2000-11-22,2000
-537.0,CECAFA Cup,True,False,away_win,2000-11-23,2000
203.0,CECAFA Cup,False,False,home_win,2000-11-23,2000
114.0,CECAFA Cup,True,False,draw,2000-11-25,2000
453.0,CECAFA Cup,True,False,home_win,2000-11-25,2000
-84.0,CECAFA Cup,True,False,home_win,2000-11-27,2000
520.0,CECAFA Cup,False,False,home_win,2000-11-27,2000
311.0,CECAFA Cup,False,False,home_win,2000-11-29,2000
244.0,Friendly,True,False,draw,2000-12-02,2000
-360.0,Friendly,False,False,home_win,2000-12-05,2000
-360.0,Friendly,False,False,away_win,2000-12-08,2000
-37.0,Friendly,False,False,away_win,2000-12-10,2000
267.0,African Cup of Nations qualification,False,False,home_win,2000-12-16,2000
-16.0,Friendly,False,False,draw,2000-12-20,2000
-115.0,Friendly,True,False,away_win,2000-12-20,2000
-140.0,Friendly,False,False,home_win,2001-01-04,2001
132.0,FIFA World Cup qualification,True,False,home_win,2001-01-06,2001
73.0,Friendly,False,False,home_win,2001-01-06,2001
-296.0,Friendly,False,False,home_win,2001-01-06,2001
304.0,Friendly,True,False,home_win,2001-01-07,2001
-151.0,Friendly,False,False,home_win,2001-01-07,2001
99.0,Friendly,False,False,draw,2001-01-07,2001
189.0,Friendly,False,False,home_win,2001-01-09,2001
8.0,Friendly,False,False,draw,2001-01-09,2001
384.0,Millennium Cup,True,False,away_win,2001-01-11,2001
87.0,African Cup of Nations qualification,False,False,home_win,2001-01-12,2001
511.0,Millennium Cup,True,False,home_win,2001-01-12,2001
-146.0,Friendly,False,False,home_win,2001-01-12,2001
227.0,Millennium Cup,True,False,home_win,2001-01-12,2001
-452.0,African Cup of Nations qualification,False,False,draw,2001-01-13,2001
-144.0,African Cup of Nations qualification,False,False,home_win,2001-01-13,2001
-23.0,African Cup of Nations qualification,False,False,home_win,2001-01-13,2001
-452.0,Millennium Cup,False,False,away_win,2001-01-13,2001
-95.0,African Cup of Nations qualification,False,False,draw,2001-01-13,2001
-49.0,African Cup of Nations qualification,False,False,away_win,2001-01-13,2001
-53.0,African Cup of Nations qualification,False,False,draw,2001-01-13,2001
199.0,African Cup of Nations qualification,False,False,home_win,2001-01-13,2001
123.0,African Cup of Nations qualification,False,False,home_win,2001-01-14,2001
84.0,African Cup of Nations qualification,False,False,home_win,2001-01-14,2001
-10.0,African Cup of Nations qualification,False,False,home_win,2001-01-14,2001
652.0,Millennium Cup,True,False,home_win,2001-01-14,2001
338.0,African Cup of Nations qualification,False,False,away_win,2001-01-14,2001
430.0,Millennium Cup,True,False,home_win,2001-01-15,2001
-268.0,Millennium Cup,True,False,away_win,2001-01-16,2001
203.0,Millennium Cup,True,False,home_win,2001-01-17,2001
-117.0,Cup of Ancient Civilizations,True,False,draw,2001-01-17,2001
89.0,Friendly,False,False,home_win,2001-01-17,2001
104.0,Friendly,True,False,home_win,2001-01-17,2001
161.0,Cup of Ancient Civilizations,False,False,home_win,2001-01-19,2001
165.0,Millennium Cup,True,False,home_win,2001-01-20,2001
265.0,African Cup of Nations qualification,False,False,home_win,2001-01-20,2001
-3.0,Friendly,False,False,away_win,2001-01-20,2001
-154.0,Millennium Cup,True,False,home_win,2001-01-22,2001
-177.0,Friendly,False,False,away_win,2001-01-23,2001
231.0,Friendly,False,False,home_win,2001-01-23,2001
-94.0,Friendly,False,False,home_win,2001-01-23,2001
-94.0,Lunar New Year Cup,True,False,away_win,2001-01-24,2001
39.0,Friendly,False,False,away_win,2001-01-24,2001
-424.0,Friendly,False,False,away_win,2001-01-25,2001
182.0,FIFA World Cup qualification,False,False,home_win,2001-01-26,2001
-120.0,Lunar New Year Cup,True,False,draw,2001-01-27,2001
-360.0,Friendly,False,False,away_win,2001-01-27,2001
355.0,FIFA World Cup qualification,False,False,home_win,2001-01-27,2001
-71.0,Friendly,False,False,away_win,2001-01-27,2001
-260.0,Friendly,False,False,draw,2001-01-27,2001
178.0,Friendly,False,False,home_win,2001-01-27,2001
366.0,FIFA World Cup qualification,False,False,home_win,2001-01-27,2001
30.0,Friendly,False,False,home_win,2001-01-28,2001
-173.0,FIFA World Cup qualification,False,False,away_win,2001-01-28,2001
-130.0,FIFA World Cup qualification,False,False,home_win,2001-01-28,2001
334.0,Friendly,False,False,draw,2001-01-28,2001
-63.0,Friendly,False,False,home_win,2001-01-28,2001
-199.0,FIFA World Cup qualification,False,False,away_win,2001-01-28,2001
12.0,FIFA World Cup qualification,False,False,draw,2001-01-28,2001
146.0,FIFA World Cup qualification,False,False,away_win,2001-01-28,2001
-223.0,Friendly,False,False,draw,2001-01-28,2001
-240.0,FIFA World Cup qualification,False,False,away_win,2001-01-28,2001
-360.0,Friendly,False,False,away_win,2001-01-29,2001
30.0,Friendly,False,False,away_win,2001-01-30,2001
100.0,Friendly,False,False,home_win,2001-01-30,2001
345.0,Friendly,False,False,home_win,2001-01-30,2001
-242.0,Friendly,False,False,draw,2001-01-31,2001
17.0,Friendly,True,False,away_win,2001-01-31,2001
647.0,Nordic Championship,False,False,draw,2001-01-31,2001
354.0,Nordic Championship,False,False,away_win,2001-02-01,2001
-337.0,FIFA World Cup qualification,True,False,away_win,2001-02-03,2001
-96.0,Friendly,False,False,away_win,2001-02-03,2001
150.0,CFU Caribbean Cup qualification,False,False,away_win,2001-02-03,2001
85.0,FIFA World Cup qualification,False,False,away_win,2001-02-03,2001
230.0,Friendly,False,False,home_win,2001-02-03,2001
-47.0,Friendly,False,False,home_win,2001-02-04,2001
111.0,Friendly,False,False,home_win,2001-02-05,2001
102.0,FIFA World Cup qualification,True,False,home_win,2001-02-06,2001
-354.0,FIFA World Cup qualification,False,False,draw,2001-02-06,2001
111.0,Friendly,False,False,home_win,2001-02-07,2001
190.0,FIFA World Cup qualification,True,False,draw,2001-02-08,2001
-109.0,CFU Caribbean Cup qualification,True,False,home_win,2001-02-08,2001
-53.0,United Arab Emirates Friendship Tournament,True,False,draw,2001-02-08,2001
-439.0,FIFA World Cup qualification,True,False,away_win,2001-02-09,2001
-17.0,FIFA World Cup qualification,False,False,away_win,2001-02-09,2001
111.0,Friendly,False,False,away_win,2001-02-09,2001
76.0,King's Cup,True,False,draw,2001-02-10,2001
568.0,FIFA World Cup qualification,False,False,home_win,2001-02-10,2001
-289.0,King's Cup,False,False,away_win,2001-02-10,2001
-150.0,CFU Caribbean Cup qualification,False,False,draw,2001-02-11,2001
-321.0,COSAFA Cup,False,False,draw,2001-02-11,2001
-114.0,United Arab Emirates Friendship Tournament,False,False,away_win,2001-02-11,2001
52.0,King's Cup,False,False,away_win,2001-02-12,2001
-232.0,Friendly,True,False,home_win,2001-02-12,2001
-265.0,King's Cup,True,False,draw,2001-02-12,2001
378.0,FIFA World Cup qualification,False,False,home_win,2001-02-12,2001
341.0,King's Cup,True,False,draw,2001-02-14,2001
-24.0,King's Cup,False,False,away_win,2001-02-14,2001
-43.0,Friendly,False,False,draw,2001-02-14,2001
-61.0,United Arab Emirates Friendship Tournament,False,False,draw,2001-02-14,2001
-132.0,Friendly,True,False,away_win,2001-02-15,2001
-190.0,FIFA World Cup qualification,True,False,away_win,2001-02-15,2001
159.0,Friendly,False,False,home_win,2001-02-15,2001
-265.0,King's Cup,True,False,away_win,2001-02-17,2001
568.0,FIFA World Cup qualification,False,False,home_win,2001-02-17,2001
52.0,King's Cup,False,False,home_win,2001-02-17,2001
-224.0,Friendly,False,False,away_win,2001-02-18,2001
378.0,FIFA World Cup qualification,False,False,home_win,2001-02-19,2001
-22.0,Friendly,False,False,home_win,2001-02-19,2001
-224.0,Friendly,False,False,away_win,2001-02-20,2001
354.0,FIFA World Cup qualification,False,False,home_win,2001-02-21,2001
-102.0,FIFA World Cup qualification,True,False,away_win,2001-02-21,2001
207.0,Friendly,False,False,home_win,2001-02-21,2001
-168.0,Friendly,False,False,draw,2001-02-21,2001
175.0,FIFA World Cup qualification,False,False,draw,2001-02-23,2001
116.0,FIFA World Cup qualification,True,False,home_win,2001-02-24,2001
-178.0,FIFA World Cup qualification,False,False,away_win,2001-02-24,2001
455.0,FIFA World Cup qualification,False,False,home_win,2001-02-24,2001
216.0,FIFA World Cup qualification,False,False,draw,2001-02-24,2001
-359.0,FIFA World Cup qualification,False,False,draw,2001-02-24,2001
-90.0,Friendly,False,False,away_win,2001-02-25,2001
-114.0,FIFA World Cup qualification,False,False,home_win,2001-02-25,2001
170.0,FIFA World Cup qualification,False,False,home_win,2001-02-25,2001
-511.0,Friendly,False,False,away_win,2001-02-25,2001
-60.0,FIFA World Cup qualification,False,False,home_win,2001-02-25,2001
-232.0,FIFA World Cup qualification,False,False,home_win,2001-02-25,2001
-431.0,FIFA World Cup qualification,False,False,away_win,2001-02-25,2001
52.0,Cyprus International Tournament,False,False,away_win,2001-02-26,2001
186.0,Cyprus International Tournament,True,False,home_win,2001-02-26,2001
-170.0,Friendly,False,False,draw,2001-02-27,2001
-20.0,Friendly,False,False,home_win,2001-02-27,2001
283.0,FIFA World Cup qualification,False,False,away_win,2001-02-27,2001
-56.0,FIFA World Cup qualification,True,False,draw,2001-02-27,2001
-336.0,Friendly,False,False,away_win,2001-02-28,2001
44.0,Friendly,False,False,home_win,2001-02-28,2001
-17.0,FIFA World Cup qualification,False,False,draw,2001-02-28,2001
215.0,Friendly,False,False,home_win,2001-02-28,2001
781.0,FIFA World Cup qualification,False,False,home_win,2001-02-28,2001
-116.0,Friendly,False,False,home_win,2001-02-28,2001
-220.0,Friendly,False,False,draw,2001-02-28,2001
20.0,Friendly,False,False,away_win,2001-02-28,2001
-173.0,Cyprus International Tournament,False,False,home_win,2001-02-28,2001
-41.0,Friendly,False,False,draw,2001-02-28,2001
-51.0,FIFA World Cup qualification,False,False,home_win,2001-02-28,2001
-181.0,Friendly,False,False,away_win,2001-02-28,2001
-221.0,Friendly,False,False,away_win,2001-02-28,2001
-333.0,Friendly,False,False,away_win,2001-02-28,2001
-597.0,Friendly,False,False,away_win,2001-02-28,2001
207.0,Friendly,False,False,draw,2001-02-28,2001
-411.0,Cyprus International Tournament,True,False,away_win,2001-02-28,2001
-339.0,Friendly,False,False,draw,2001-02-28,2001
-157.0,Friendly,False,False,away_win,2001-02-28,2001
9.0,Friendly,True,False,away_win,2001-02-28,2001
-113.0,FIFA World Cup qualification,False,False,home_win,2001-02-28,2001
135.0,CFU Caribbean Cup qualification,True,False,home_win,2001-03-01,2001
48.0,CFU Caribbean Cup qualification,False,False,away_win,2001-03-03,2001
-273.0,Friendly,False,False,away_win,2001-03-03,2001
-42.0,FIFA World Cup qualification,False,False,draw,2001-03-04,2001
187.0,FIFA World Cup qualification,True,False,home_win,2001-03-04,2001
-87.0,CFU Caribbean Cup qualification,False,False,draw,2001-03-04,2001
116.0,Friendly,False,False,draw,2001-03-06,2001
20.0,Friendly,True,False,draw,2001-03-07,2001
-134.0,Friendly,False,False,draw,2001-03-07,2001
-125.0,Friendly,False,False,draw,2001-03-07,2001
-160.0,Friendly,False,False,draw,2001-03-07,2001
-89.0,FIFA World Cup qualification,False,False,away_win,2001-03-08,2001
-234.0,FIFA World Cup qualification,True,False,away_win,2001-03-08,2001
90.0,FIFA World Cup qualification,False,False,away_win,2001-03-10,2001
-240.0,Friendly,False,False,draw,2001-03-10,2001
-48.0,Friendly,False,False,home_win,2001-03-10,2001
200.0,FIFA World Cup qualification,False,False,away_win,2001-03-10,2001
131.0,FIFA World Cup qualification,False,False,home_win,2001-03-10,2001
-105.0,FIFA World Cup qualification,False,False,home_win,2001-03-10,2001
-71.0,Friendly,True,False,home_win,2001-03-10,2001
-382.0,FIFA World Cup qualification,False,False,away_win,2001-03-11,2001
-303.0,Friendly,True,False,away_win,2001-03-11,2001
-134.0,FIFA World Cup qualification,False,False,draw,2001-03-11,2001
177.0,FIFA World Cup qualification,False,False,home_win,2001-03-11,2001
-8.0,Friendly,False,False,home_win,2001-03-11,2001
-45.0,FIFA World Cup qualification,False,False,draw,2001-03-11,2001
254.0,FIFA World Cup qualification,False,False,home_win,2001-03-11,2001
-69.0,FIFA World Cup qualification,True,False,home_win,2001-03-11,2001
153.0,Windward Islands Tournament,False,False,home_win,2001-03-12,2001
-1.0,Windward Islands Tournament,True,False,away_win,2001-03-12,2001
32.0,Windward Islands Tournament,False,False,home_win,2001-03-14,2001
-30.0,Friendly,False,False,home_win,2001-03-14,2001
-122.0,Windward Islands Tournament,True,False,away_win,2001-03-14,2001
-121.0,Windward Islands Tournament,True,False,draw,2001-03-16,2001
-147.0,COSAFA Cup,False,False,away_win,2001-03-17,2001
-121.0,Windward Islands Tournament,True,False,away_win,2001-03-18,2001
-125.0,Friendly,False,False,home_win,2001-03-18,2001
432.0,Friendly,False,False,draw,2001-03-19,2001
74.0,FIFA World Cup qualification,True,False,home_win,2001-03-20,2001
239.0,FIFA World Cup qualification,False,False,draw,2001-03-20,2001
-27.0,Friendly,False,False,home_win,2001-03-21,2001
-107.0,Friendly,False,False,draw,2001-03-21,2001
-143.0,FIFA World Cup qualification,True,False,home_win,2001-03-23,2001
-84.0,African Cup of Nations qualification,False,False,home_win,2001-03-23,2001
308.0,FIFA World Cup qualification,False,False,home_win,2001-03-23,2001
-116.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
117.0,Friendly,False,False,home_win,2001-03-24,2001
254.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
-199.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
476.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
72.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
23.0,African Cup of Nations qualification,False,False,draw,2001-03-24,2001
667.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
161.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
95.0,African Cup of Nations qualification,False,False,away_win,2001-03-24,2001
-338.0,African Cup of Nations qualification,False,False,away_win,2001-03-24,2001
396.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
357.0,Friendly,False,False,home_win,2001-03-24,2001
112.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
-322.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
892.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
-264.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
-126.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
325.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
43.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
53.0,African Cup of Nations qualification,False,False,home_win,2001-03-24,2001
49.0,African Cup of Nations qualification,False,False,home_win,2001-03-24,2001
452.0,African Cup of Nations qualification,False,False,home_win,2001-03-24,2001
107.0,Friendly,False,False,home_win,2001-03-24,2001
44.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
238.0,FIFA World Cup qualification,False,False,draw,2001-03-24,2001
-199.0,African Cup of Nations qualification,False,False,draw,2001-03-24,2001
-735.0,FIFA World Cup qualification,False,False,away_win,2001-03-24,2001
269.0,FIFA World Cup qualification,False,False,home_win,2001-03-24,2001
-87.0,African Cup of Nations qualification,False,False,away_win,2001-03-25,2001
39.0,FIFA World Cup qualification,False,False,home_win,2001-03-25,2001
144.0,African Cup of Nations qualification,False,False,home_win,2001-03-25,2001
10.0,African Cup of Nations qualification,False,False,away_win,2001-03-25,2001
-123.0,African Cup of Nations qualification,False,False,home_win,2001-03-25,2001
69.0,FIFA World Cup qualification,True,False,home_win,2001-03-25,2001
382.0,FIFA World Cup qualification,False,False,home_win,2001-03-25,2001
-265.0,African Cup of Nations qualification,False,False,draw,2001-03-25,2001
262.0,FIFA World Cup qualification,False,False,home_win,2001-03-25,2001
249.0,FIFA World Cup qualification,False,False,home_win,2001-03-27,2001
-357.0,Friendly,False,False,home_win,2001-03-27,2001
-47.0,FIFA World Cup qualification,False,False,home_win,2001-03-27,2001
-455.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
548.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
76.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
181.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-229.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
-68.0,FIFA World Cup qualification,False,False,draw,2001-03-28,2001
-338.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-478.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
-379.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
-42.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
256.0,FIFA World Cup qualification,False,False,draw,2001-03-28,2001
537.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-376.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-158.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
282.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
412.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-140.0,FIFA World Cup qualification,False,False,draw,2001-03-28,2001
742.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-105.0,Friendly,False,False,home_win,2001-03-28,2001
824.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-76.0,Friendly,False,False,home_win,2001-03-28,2001
13.0,Friendly,False,False,home_win,2001-03-28,2001
459.0,FIFA World Cup qualification,False,False,home_win,2001-03-28,2001
-86.0,FIFA World Cup qualification,False,False,away_win,2001-03-28,2001
-64.0,FIFA World Cup qualification,False,False,draw,2001-03-28,2001
305.0,CFU Caribbean Cup qualification,True,False,draw,2001-04-04,2001
371.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-04,2001
54.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-04,2001
66.0,Friendly,False,False,draw,2001-04-04,2001
279.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-04,2001
42.0,Friendly,False,False,draw,2001-04-05,2001
-74.0,Friendly,False,False,away_win,2001-04-05,2001
287.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-06,2001
-33.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-06,2001
531.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-06,2001
-62.0,CFU Caribbean Cup qualification,False,False,draw,2001-04-06,2001
42.0,Friendly,False,False,draw,2001-04-07,2001
-405.0,FIFA World Cup qualification,False,False,away_win,2001-04-07,2001
-74.0,Friendly,False,False,draw,2001-04-07,2001
-151.0,Friendly,False,False,away_win,2001-04-07,2001
341.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-08,2001
-404.0,CFU Caribbean Cup qualification,False,False,away_win,2001-04-08,2001
-498.0,FIFA World Cup qualification,False,False,home_win,2001-04-08,2001
89.0,Friendly,False,False,home_win,2001-04-08,2001
226.0,CFU Caribbean Cup qualification,False,False,draw,2001-04-08,2001
-96.0,COSAFA Cup,False,False,home_win,2001-04-08,2001
-8.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-08,2001
94.0,CFU Caribbean Cup qualification,True,False,away_win,2001-04-10,2001
722.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-10,2001
128.0,Friendly,False,False,home_win,2001-04-11,2001
635.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-12,2001
181.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-12,2001
683.0,FIFA World Cup qualification,False,False,home_win,2001-04-12,2001
-624.0,FIFA World Cup qualification,True,False,away_win,2001-04-12,2001
87.0,CFU Caribbean Cup qualification,False,False,home_win,2001-04-14,2001
-808.0,FIFA World Cup qualification,False,False,away_win,2001-04-14,2001
484.0,FIFA World Cup qualification,True,False,home_win,2001-04-14,2001
823.0,FIFA World Cup qualification,False,False,home_win,2001-04-14,2001
541.0,CFU Caribbean Cup qualification,True,False,home_win,2001-04-14,2001
382.0,FIFA World Cup qualification,False,False,home_win,2001-04-14,2001
-95.0,FIFA World Cup qualification,False,False,draw,2001-04-15,2001
88.0,Friendly,False,False,away_win,2001-04-16,2001
199.0,FIFA World Cup qualification,False,False,draw,2001-04-16,2001
-140.0,FIFA World Cup qualification,True,False,home_win,2001-04-16,2001
347.0,FIFA World Cup qualification,False,False,home_win,2001-04-21,2001
76.0,FIFA World Cup qualification,False,False,home_win,2001-04-21,2001
624.0,FIFA World Cup qualification,False,False,home_win,2001-04-21,2001
-51.0,FIFA World Cup qualification,False,False,home_win,2001-04-21,2001
-166.0,FIFA World Cup qualification,False,False,home_win,2001-04-21,2001
25.0,FIFA World Cup qualification,False,False,draw,2001-04-21,2001
-683.0,FIFA World Cup qualification,True,False,away_win,2001-04-21,2001
65.0,FIFA World Cup qualification,False,False,home_win,2001-04-22,2001
263.0,FIFA World Cup qualification,False,False,home_win,2001-04-22,2001
315.0,FIFA World Cup qualification,False,False,home_win,2001-04-22,2001
169.0,FIFA World Cup qualification,False,False,home_win,2001-04-22,2001
86.0,FIFA World Cup qualification,False,False,home_win,2001-04-22,2001
240.0,Friendly,False,False,home_win,2001-04-22,2001
548.0,FIFA World Cup qualification,False,False,home_win,2001-04-23,2001
774.0,FIFA World Cup qualification,True,False,home_win,2001-04-23,2001
505.0,FIFA World Cup qualification,False,False,home_win,2001-04-23,2001
-59.0,FIFA World Cup qualification,True,False,home_win,2001-04-23,2001
136.0,Friendly,False,False,home_win,2001-04-24,2001
-29.0,FIFA World Cup qualification,False,False,away_win,2001-04-24,2001
-165.0,FIFA World Cup qualification,False,False,home_win,2001-04-24,2001
7.0,Friendly,False,False,home_win,2001-04-24,2001
22.0,Friendly,False,False,home_win,2001-04-24,2001
3.0,Friendly,True,False,away_win,2001-04-24,2001
-42.0,Friendly,False,False,home_win,2001-04-24,2001
-416.0,FIFA World Cup qualification,False,False,draw,2001-04-24,2001
594.0,FIFA World Cup qualification,False,False,home_win,2001-04-25,2001
75.0,FIFA World Cup qualification,True,False,away_win,2001-04-25,2001
-381.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
200.0,Friendly,False,False,draw,2001-04-25,2001
133.0,Friendly,False,False,draw,2001-04-25,2001
368.0,Friendly,False,False,home_win,2001-04-25,2001
-107.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
139.0,Friendly,False,False,draw,2001-04-25,2001
312.0,Friendly,False,False,home_win,2001-04-25,2001
443.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
278.0,Friendly,False,False,home_win,2001-04-25,2001
335.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
672.0,Friendly,False,False,home_win,2001-04-25,2001
103.0,FIFA World Cup qualification,False,False,home_win,2001-04-25,2001
-330.0,FIFA World Cup qualification,False,False,away_win,2001-04-25,2001
-461.0,FIFA World Cup qualification,True,False,away_win,2001-04-25,2001
0.0,Friendly,False,False,home_win,2001-04-25,2001
-105.0,Friendly,False,False,draw,2001-04-25,2001
190.0,Friendly,False,False,draw,2001-04-25,2001
420.0,FIFA World Cup qualification,False,False,home_win,2001-04-25,2001
281.0,Friendly,False,False,home_win,2001-04-25,2001
-116.0,Friendly,False,False,away_win,2001-04-25,2001
-211.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
59.0,FIFA World Cup qualification,False,False,home_win,2001-04-25,2001
302.0,Friendly,False,False,away_win,2001-04-25,2001
-151.0,FIFA World Cup qualification,False,False,draw,2001-04-25,2001
136.0,Friendly,False,False,home_win,2001-04-26,2001
-51.0,Friendly,True,False,home_win,2001-04-26,2001
-41.0,Friendly,False,False,away_win,2001-04-26,2001
498.0,FIFA World Cup qualification,False,False,home_win,2001-04-26,2001
405.0,FIFA World Cup qualification,False,False,home_win,2001-04-27,2001
-402.0,FIFA World Cup qualification,True,False,away_win,2001-04-27,2001
44.0,FIFA World Cup qualification,False,False,draw,2001-04-27,2001
4.0,FIFA World Cup qualification,False,False,home_win,2001-04-28,2001
-315.0,FIFA World Cup qualification,False,False,away_win,2001-04-29,2001
-275.0,COSAFA Cup,False,False,away_win,2001-04-29,2001
300.0,FIFA World Cup qualification,False,False,home_win,2001-04-30,2001
797.0,FIFA World Cup qualification,False,False,home_win,2001-04-30,2001
461.0,FIFA World Cup qualification,False,False,home_win,2001-05-03,2001
-103.0,FIFA World Cup qualification,True,False,away_win,2001-05-03,2001
300.0,FIFA World Cup qualification,False,False,home_win,2001-05-04,2001
-198.0,FIFA World Cup qualification,False,False,away_win,2001-05-04,2001
797.0,FIFA World Cup qualification,False,False,home_win,2001-05-04,2001
95.0,FIFA World Cup qualification,False,False,draw,2001-05-04,2001
808.0,FIFA World Cup qualification,False,False,home_win,2001-05-04,2001
59.0,FIFA World Cup qualification,False,False,away_win,2001-05-05,2001
-203.0,FIFA World Cup qualification,False,False,away_win,2001-05-05,2001
245.0,FIFA World Cup qualification,False,False,home_win,2001-05-05,2001
-225.0,FIFA World Cup qualification,False,False,draw,2001-05-05,2001
177.0,FIFA World Cup qualification,False,False,home_win,2001-05-05,2001
271.0,Friendly,False,False,home_win,2001-05-05,2001
-505.0,FIFA World Cup qualification,True,False,away_win,2001-05-05,2001
-180.0,FIFA World Cup qualification,False,False,home_win,2001-05-06,2001
-514.0,FIFA World Cup qualification,False,False,away_win,2001-05-06,2001
-259.0,FIFA World Cup qualification,False,False,draw,2001-05-06,2001
142.0,FIFA World Cup qualification,False,False,home_win,2001-05-06,2001
-27.0,FIFA World Cup qualification,False,False,home_win,2001-05-06,2001
-44.0,FIFA World Cup qualification,False,False,draw,2001-05-07,2001
518.0,FIFA World Cup qualification,False,False,home_win,2001-05-07,2001
