home_elo,away_elo,elo_diff,points_last_5_diff,goal_difference_last_5_diff,knockout_stage
2010.0,1538.0,472.0,2.6,3.2,0
1745.0,1827.0,-82.0,-1.2000000000000002,-1.4000000000000001,0
1496.0,1628.0,-132.0,-0.19999999999999996,-1.0,0
2098.0,1788.0,310.0,2.6,3.5999999999999996,0
1731.0,1803.0,-72.0,-2.0,-2.8,0
1579.0,1808.0,-229.0,0.0,0.19999999999999996,0
1769.0,1735.0,34.0,-0.8,-1.8,0
2004.0,1850.0,154.0,-0.3999999999999999,-0.8,0
1968.0,1689.0,279.0,1.2,1.5999999999999999,0
1594.0,1865.0,-271.0,1.0,1.2,0
1979.0,1768.0,211.0,1.0,1.8000000000000003,0
1975.0,1399.0,576.0,1.4,2.2,0
1768.0,1818.0,-50.0,-0.19999999999999996,-0.20000000000000007,0
1700.0,1744.0,-44.0,-0.6000000000000001,0.0,0
2024.0,1749.0,275.0,2.4,3.8,0
2010.0,1745.0,265.0,2.0,2.6,0
1628.0,1849.0,-221.0,-0.6000000000000001,-0.2,0
2008.0,1496.0,512.0,0.3999999999999999,0.8,0
1803.0,1788.0,15.0,1.5999999999999999,2.0,0
1827.0,1538.0,289.0,1.8000000000000003,2.2,0
2098.0,1731.0,367.0,2.0,2.8,0
1769.0,1968.0,-199.0,-2.2,-3.8,0
1850.0,1808.0,42.0,-0.20000000000000018,-0.40000000000000013,0
1735.0,1689.0,46.0,-0.19999999999999996,0.2,0
1579.0,2004.0,-425.0,1.0,1.2000000000000002,0
1865.0,1399.0,466.0,0.8,1.4,0
1594.0,1975.0,-381.0,0.3999999999999999,0.3999999999999999,0
1700.0,1979.0,-279.0,-1.0,-2.6,0
1744.0,1768.0,-24.0,0.0,-0.8,0
1628.0,2008.0,-380.0,0.19999999999999996,0.2,0
1849.0,1496.0,353.0,0.6000000000000001,1.0,0
1768.0,2024.0,-256.0,-2.8,-3.4,0
1818.0,1749.0,69.0,0.6,0.8,0
1538.0,1745.0,-207.0,-0.8,-1.8000000000000003,0
1803.0,2098.0,-295.0,0.6000000000000001,0.0,0
1788.0,1731.0,57.0,0.4,0.6,0
1827.0,2010.0,-183.0,-0.7999999999999998,0.0,0
1808.0,1689.0,119.0,1.8,2.4,1
1865.0,1700.0,165.0,0.8000000000000003,1.2000000000000002,1
1968.0,1850.0,118.0,1.0,1.8,1
1979.0,1975.0,4.0,0.19999999999999973,1.0,1
2010.0,1803.0,207.0,0.20000000000000018,1.0,1
2024.0,1628.0,396.0,1.4,2.0,1
2098.0,1827.0,271.0,0.19999999999999973,-0.5999999999999999,1
1849.0,1749.0,100.0,0.6000000000000001,1.0,1
2024.0,2010.0,14.0,0.3999999999999999,0.0,1
